答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
100,E_307_60d8437d33f0c4081910045d_4YDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 到 200 元,直播打赏|代言品牌,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:24:32,2022-02-04 16:27:34,03分02秒,福建省,厦门市,110.87.113.93,Unknown Browser,iPhone iOS 15.3
101,E_307_518a669dffb53a74c13e051d_4YDNxETM,19-29 岁,女,本科,2000-4999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,政府/事业单位人员,初音未来,娱乐消费，能够带来快乐,花过，200 元以下,每月 50 元以下,漫画等周边,漫画等周边,虚拟偶像种类:25.0|相关产品的丰富度:51.0|付费价格:24.0|其他:0.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:24:50,2022-02-04 16:27:35,02分45秒,贵州省,,117.189.221.26,Chrome 88.0.4324.93,Android Linux 10
102,E_307_5f40cf5dc46131549a531115_4YDNxETM,12-18 岁,男,初中及以下,暂无收入,西北地区(包括宁夏、新疆、青海、陕西、甘肃),学生,洛天依|柳叶熙,精神寄托|审美需要,花过，200至 500 元,每月 50 到 200 元,直播打赏|代言品牌|漫画等周边,代言品牌|线上/线下 演唱会,虚拟偶像种类:12.0|相关产品的丰富度:18.0|付费价格:11.0|其他:59.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:06,2022-02-04 16:27:41,02分35秒,上海市,上海市,101.229.91.125,Chrome 80.0.3987.87,Windows 10
103,E_307_60dee03e1b24255763bb3550_4YDNxETM,19-29 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,初音未来|洛天依|A-SOUL（嘉然今天吃什么）|柳叶熙|aespa,娱乐消费，能够带来快乐,花过，200至 500 元,每月 50 到 200 元,直播打赏|漫画等周边|线上/线下 演唱会,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:33.0|相关产品的丰富度:24.0|付费价格:26.0|其他:17.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:15,2022-02-04 16:27:44,02分29秒,江苏省,南京市,223.104.147.36,Chrome 90.0.4430.210,Android Linux 11
104,E_307_619f9d3b33f0c4986f09e840_4YDNxETM,19-29 岁,女,硕士研究生,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),普通工人,洛天依,娱乐消费，能够带来快乐,花过，501 元到 1000 元,每月 50 元以下,游戏,线上/线下 演唱会,虚拟偶像种类:61.0|相关产品的丰富度:39.0|付费价格:0.0|其他:0.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:19:41,2022-02-04 16:27:47,08分06秒,浙江省,台州市,115.201.19.206,Chrome 83.0.4103.106,Android Linux 10
105,E_307_61ce1a771b24255c130f1ae5_4YDNxETM,12岁以下,女,初中及以下,暂无收入,华北地区(包括北京、天津、河北、山西、内蒙古),学生,初音未来|我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,漫画等周边|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:24:38,2022-02-04 16:27:47,03分09秒,黑龙江省,哈尔滨市,60.219.242.64,Chrome 86.0.4240.99,Android Linux 9
106,E_307_60066b631b2425ff4e64bd40_4YDNxETM,19-29 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,初音未来|洛天依|A-SOUL（嘉然今天吃什么）|aespa,娱乐消费，能够带来快乐|精神寄托,花过，501 元到 1000 元,每月 50 到 200 元,直播打赏|代言品牌|漫画等周边,直播打赏|代言品牌|漫画等周边,虚拟偶像种类:47.0|相关产品的丰富度:32.0|付费价格:6.0|其他:15.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:21,2022-02-04 16:27:50,02分29秒,山西省,,223.104.192.181,Chrome 88.0.4324.93,Android Linux 10
107,E_307_57d4e23ac1a87d74cb2eeb31_4YDNxETM,19-29 岁,男,本科,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通工人,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 到 200 元,代言品牌|漫画等周边,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 16:25:12,2022-02-04 16:27:52,02分40秒,四川省,成都市,171.210.123.148,Chrome 77.0.3865.120,Android Linux 8.1.0
108,E_307_5ffab85b33f0c4273cd82556_4YDNxETM,19-29 岁,女,本科,2000-4999 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,初音未来|洛天依,娱乐消费，能够带来快乐|精神寄托,花过，200至 500 元,每月 50 到 200 元,漫画等周边|线上/线下 演唱会,漫画等周边|线上/线下 演唱会,虚拟偶像种类:3.0|相关产品的丰富度:38.0|付费价格:19.0|其他:40.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:23,2022-02-04 16:27:54,02分31秒,河北省,唐山市,183.197.163.251,Chrome 80.0.3987.99,Android Linux 10
109,E_307_6076cdb21b242520be2a9446_4YDNxETM,19-29 岁,男,本科,2000-4999 元,华中地区(包括湖北、湖南、河南),学生,初音未来|洛天依|A-SOUL（嘉然今天吃什么）|aespa,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:61.0|相关产品的丰富度:34.0|付费价格:5.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:24,2022-02-04 16:27:57,02分33秒,安徽省,宣城市,223.246.200.163,Chrome 83.0.4103.106,Android Linux 11
110,E_307_610c086933f0c4d32bc6e836_4YDNxETM,19-29 岁,女,本科,5000-9999 元,华中地区(包括湖北、湖南、河南),个体经营者/承包商,洛天依|A-SOUL（嘉然今天吃什么）|柳叶熙,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 到 200 元,漫画等周边,漫画等周边|线上/线下 演唱会,虚拟偶像种类:48.0|相关产品的丰富度:41.0|付费价格:11.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:31,2022-02-04 16:28:00,02分29秒,江西省,宜春市,220.176.178.108,Chrome 81.0.4044.138,Android Linux 10
111,E_307_612c70881b242593e080f1dd_4YDNxETM,46 岁及以上,女,大专,2000-4999 元,华北地区(包括北京、天津、河北、山西、内蒙古),政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,线上/线下 演唱会,推广意义不大，日常流量明星就已经能够满足需要,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:25:33,2022-02-04 16:28:04,02分31秒,山西省,阳泉市,183.200.201.159,Chrome 83.0.4103.106,Android Linux 10
112,E_307_614fd46e33f0c42c5131c17d_4YDNxETM,46 岁及以上,女,大专,2000-4999 元,华中地区(包括湖北、湖南、河南),自由职业者,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,不愿付费（跳转 14 题）,线上/线下 演唱会,推广意义不大，日常流量明星就已经能够满足需要,没有,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:25:33,2022-02-04 16:28:06,02分33秒,湖南省,邵阳市,223.155.149.12,Chrome 83.0.4103.106,Android Linux 11
113,E_307_60eff6a41b24255763e01fb1_4YDNxETM,30-45 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:40,2022-02-04 16:28:12,02分32秒,江苏省,南京市,112.2.234.192,Chrome 88.0.4324.93,Android Linux 10
114,E_307_615e68831b2425a736f7aaef_4YDNxETM,19-29 岁,男,大专,2000 元以下,华中地区(包括湖北、湖南、河南),学生,初音未来|洛天依,精神寄托|审美需要,花过，200 元以下,每月 50 元以下,线上/线下 演唱会|游戏,漫画等周边|线上/线下 演唱会,虚拟偶像种类:36.0|相关产品的丰富度:34.0|付费价格:15.0|其他:15.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:24:01,2022-02-04 16:28:13,04分12秒,河南省,信阳市,39.149.234.192,ChromiumEdge 97.0.1072.69,Windows 10
115,E_307_602790c233f0c48d46a26f28_4YDNxETM,19-29 岁,女,大专,2000-4999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,学生,A-SOUL（嘉然今天吃什么）,不会塌房，追星更加稳定,花过，200至 500 元,每月 501 到 1000 元,漫画等周边|线上/线下 演唱会,线上/线下 演唱会,虚拟偶像种类:37.0|相关产品的丰富度:30.0|付费价格:17.0|其他:16.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:29,2022-02-04 16:28:28,02分59秒,安徽省,合肥市,36.5.84.131,Chrome 88.0.4324.93,Android Linux 10
116,E_307_61e8fbe51b2425ff3c9619d4_4YDNxETM,19-29 岁,男,大专,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),学生,初音未来|洛天依|A-SOUL（嘉然今天吃什么）|柳叶熙,不会塌房，追星更加稳定|精神寄托|审美需要,花过，501 元到 1000 元,每月 201 至 500 元,代言品牌|漫画等周边|游戏,漫画等周边|线上/线下 演唱会,虚拟偶像种类:29.0|相关产品的丰富度:34.0|付费价格:28.0|其他:9.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 16:23:22,2022-02-04 16:28:29,05分07秒,黑龙江省,大庆市,221.208.224.241,Unknown Browser,iPhone iOS 15.2.1
117,E_307_606d446033f0c4ccf1df7313_4YDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,其他:无,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:57,2022-02-04 16:28:34,02分37秒,,,36.161.79.165,Unknown Browser,iPhone iOS 13.5.1
118,E_307_61ccd1e633f0c45b627eef7e_4YDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通工人,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,每月 50 到 200 元,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:26:07,2022-02-04 16:28:38,02分31秒,黑龙江省,哈尔滨市,42.100.136.132,Chrome 86.0.4240.99,Android Linux 10
119,E_307_608ce7c81b24258d8695afcc_4YDNxETM,30-45 岁,男,大专,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),普通职员,初音未来,娱乐消费，能够带来快乐|精神寄托,花过，501 元到 1000 元,每月 1000 元以上,直播打赏|代言品牌|漫画等周边,直播打赏|代言品牌|线上/线下 演唱会,虚拟偶像种类:13.0|相关产品的丰富度:37.0|付费价格:17.0|其他:33.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:26:19,2022-02-04 16:28:49,02分30秒,广东省,汕尾市,119.134.241.185,Chrome 83.0.4103.106,Android Linux 11
120,E_307_61f702e91b2425ff3c99d616_4YDNxETM,30-45 岁,女,硕士研究生,5000-9999 元,华中地区(包括湖北、湖南、河南),企业管理人员,初音未来|A-SOUL（嘉然今天吃什么）|柳叶熙|aespa,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|审美需要,花过，501 元到 1000 元,每月 50 到 200 元,代言品牌|漫画等周边|线上/线下 演唱会,直播打赏|漫画等周边|线上/线下 演唱会,虚拟偶像种类:40.0|相关产品的丰富度:41.0|付费价格:19.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:31,2022-02-04 16:28:49,03分18秒,,,223.104.113.181,Chrome 88.0.4324.93,Android Linux 10
121,E_307_614bdf2c33f0c42c50299359_4YDNxETM,30-45 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|洛天依|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 50 元以下,直播打赏|代言品牌|漫画等周边,直播打赏|代言品牌|漫画等周边,虚拟偶像种类:19.0|相关产品的丰富度:32.0|付费价格:18.0|其他:31.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:25:58,2022-02-04 16:28:57,02分59秒,江苏省,南京市,223.104.4.54,Chrome 70.0.3538.110,Android Linux 8.0.0
