答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
114,E_307_61f23d2033f0c4d24416d845_yMDNxETM,30-45 岁,男,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,代言品牌|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:42:17,2022-02-04 11:45:15,02分58秒,黑龙江省,齐齐哈尔市,42.103.15.103,Chrome 83.0.4103.106,Android Linux 11
115,E_307_61f23e0333f0c4d2431629f6_yMDNxETM,12-18 岁,男,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,代言品牌|线上/线下 演唱会,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:42:00,2022-02-04 11:45:15,03分15秒,黑龙江省,哈尔滨市,42.102.248.90,Chrome 83.0.4103.106,Android Linux 10
116,E_307_61f23d9a1b2425ff3d9c038d_yMDNxETM,19-29 岁,女,本科,15001-20000 元,西北地区(包括宁夏、新疆、青海、陕西、甘肃),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,直播打赏|漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:42:00,2022-02-04 11:45:15,03分15秒,黑龙江省,哈尔滨市,117.136.56.250,Chrome 83.0.4103.106,Android Linux 10
117,E_307_61f8a0591b2425ff3d9f458c_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),企业管理人员,A-SOUL（嘉然今天吃什么）|柳叶熙|aespa,娱乐消费，能够带来快乐|精神寄托|审美需要,花过，200至 500 元,每月 50 到 200 元,直播打赏|代言品牌|线上/线下 演唱会,直播打赏|代言品牌|线上/线下 演唱会|游戏,虚拟偶像种类:32.0|相关产品的丰富度:35.0|付费价格:29.0|其他:4.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:42:10,2022-02-04 11:45:18,03分08秒,黑龙江省,大庆市,122.158.11.97,Chrome 88.0.4324.93,Android Linux 10
118,E_307_61f22e6d33f0c4d24211c389_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),自由职业者,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 元以下,直播打赏|代言品牌,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:42:32,2022-02-04 11:45:22,02分50秒,黑龙江省,哈尔滨市,42.102.243.86,Chrome 64.0.3282.137,Android Linux 7.0
119,E_307_61fbfbcd1b2425ff3faacbd7_yMDNxETM,19-29 岁,男,本科,2000 元以下,西北地区(包括宁夏、新疆、青海、陕西、甘肃),学生,初音未来,娱乐消费，能够带来快乐|精神寄托|审美需要,花过，1000 元以上,每月 201 至 500 元,漫画等周边|线上/线下 演唱会|游戏,漫画等周边|线上/线下 演唱会,虚拟偶像种类:54.0|相关产品的丰富度:34.0|付费价格:12.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:42:58,2022-02-04 11:45:30,02分32秒,陕西省,西安市,111.18.4.161,Chrome 97.0.4692.98,Android Linux 11
120,E_307_61fbfcff1b2425ff3faacc9c_yMDNxETM,19-29 岁,女,本科,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,A-SOUL（嘉然今天吃什么）|aespa,娱乐消费，能够带来快乐|审美需要,花过，501 元到 1000 元,每月 50 到 200 元,漫画等周边|线上/线下 演唱会|游戏,漫画等周边|线上/线下 演唱会|游戏,虚拟偶像种类:60.0|相关产品的丰富度:40.0|付费价格:0.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:43:03,2022-02-04 11:45:35,02分32秒,福建省,福州市,110.80.163.163,Unknown Browser,iPhone iOS 15.1
121,E_307_61d127771b2425f8a8151b85_yMDNxETM,19-29 岁,女,大专,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,洛天依,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 到 200 元,漫画等周边,漫画等周边,虚拟偶像种类:25.0|相关产品的丰富度:22.0|付费价格:28.0|其他:25.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:43:06,2022-02-04 11:45:38,02分32秒,,,39.144.101.20,Chrome 86.0.4240.99,Android Linux 11
122,E_307_6105fcdc1b24254c4154a2d4_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|柳叶熙|aespa,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托|审美需要,花过，501 元到 1000 元,每月 201 至 500 元,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会|游戏,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会|游戏,虚拟偶像种类:30.0|相关产品的丰富度:42.0|付费价格:28.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:42:56,2022-02-04 11:45:43,02分47秒,吉林省,长春市,117.136.59.80,Chrome 68.0.3440.91,Android Linux 9
123,E_307_60dee03e1b24255763bb3550_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,初音未来|A-SOUL（嘉然今天吃什么）|柳叶熙|aespa,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边|线上/线下 演唱会|游戏,代言品牌|线上/线下 演唱会|游戏,虚拟偶像种类:30.0|相关产品的丰富度:28.0|付费价格:26.0|其他:16.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:43:12,2022-02-04 11:45:43,02分31秒,江苏省,南京市,117.136.45.69,Chrome 90.0.4430.210,Android Linux 11
124,E_307_61f2405033f0c4d24416dc55_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),普通工人,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,直播打赏|漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:43:12,2022-02-04 11:45:44,02分32秒,黑龙江省,哈尔滨市,42.102.228.173,Chrome 79.0.3945.116,Android Linux 9
125,E_307_60f219c81b24254c434ae749_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,A-SOUL（嘉然今天吃什么）|柳叶熙,不会塌房，追星更加稳定|审美需要,花过，1000 元以上,每月 501 到 1000 元,代言品牌|线上/线下 演唱会,代言品牌|线上/线下 演唱会,虚拟偶像种类:41.0|相关产品的丰富度:21.0|付费价格:7.0|其他:31.0,,,,,,推广意义不大，日常流量明星就已经能够满足需要,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:43:03,2022-02-04 11:45:46,02分43秒,山东省,青岛市,223.104.187.55,Chrome 88.0.4324.93,Android Linux 10
126,E_307_61e291991b2425f18974a540_yMDNxETM,19-29 岁,女,大专,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:43:18,2022-02-04 11:45:47,02分29秒,浙江省,杭州市,125.121.244.147,Chrome 86.0.4240.99,Android Linux 10
127,E_307_61cfab7b33f0c47da4b05000_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 到 200 元,直播打赏|代言品牌,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:43:11,2022-02-04 11:45:48,02分37秒,黑龙江省,哈尔滨市,42.100.138.228,Chrome 55.0.2883.91,Android Linux 6.0.1
128,E_307_61fc69b61b2425ff3ea910ff_yMDNxETM,19-29 岁,女,本科,20000 元以上,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),自由职业者,洛天依,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 到 200 元,线上/线下 演唱会,线上/线下 演唱会,虚拟偶像种类:35.0|相关产品的丰富度:32.0|付费价格:21.0|其他:12.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:43:19,2022-02-04 11:45:49,02分30秒,北京市,北京市,221.219.190.119,Chrome 83.0.4103.106,Android Linux 10
129,E_307_619f182233f0c498700ebea2_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 201 至 500 元,直播打赏|游戏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:43:18,2022-02-04 11:45:50,02分32秒,黑龙江省,哈尔滨市,42.100.231.209,Chrome 86.0.4240.99,Android Linux 5.1.1
130,E_307_61f18a761b2425ff3d9bab1d_yMDNxETM,19-29 岁,男,本科,2000-4999 元,东北地区（包括黑龙江、吉林、辽宁）,学生,柳叶熙|我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,代言品牌|漫画等周边,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:43:25,2022-02-04 11:45:55,02分30秒,,,223.104.113.39,Chrome 83.0.4103.106,Android Linux 11
131,E_307_5cf61923c46131226570aafe_yMDNxETM,30-45 岁,男,本科,5000-9999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,漫画等周边,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,没有,视具体情况而定，愿意同时接受两种偶像方式,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 11:43:12,2022-02-04 11:45:57,02分45秒,重庆市,重庆市,223.104.251.38,Chrome 70.0.3538.110,Android Linux 8.1.0
132,E_307_60a31a751b24252f5b60aa0c_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,洛天依,娱乐消费，能够带来快乐,花过，200至 500 元,每月 50 到 200 元,代言品牌,直播打赏|漫画等周边,虚拟偶像种类:26.0|相关产品的丰富度:38.0|付费价格:20.0|其他:16.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:42:22,2022-02-04 11:45:57,03分35秒,山西省,太原市,171.117.238.15,ChromiumEdge 97.0.1072.76,Windows 10
133,E_307_619f172c33f0c498710e4418_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,每月 50 到 200 元,直播打赏|游戏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:43:16,2022-02-04 11:45:58,02分42秒,黑龙江省,哈尔滨市,123.167.81.146,Chrome 86.0.4240.99,Android Linux 5.1
134,E_307_61e10aca1b2425f18771126b_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,洛天依|柳叶熙,不会塌房，追星更加稳定|精神寄托,从未,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,漫画等周边|游戏,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:42:07,2022-02-04 11:46:06,03分59秒,江苏省,无锡市,180.112.44.203,Chrome 83.0.4103.106,Android Linux 10
